name_df1,name_df2,price_df1,price_df2,similarity
ANILINA YACOLOR FRIO/CALOR x 30 grs NEGRO AZABACHE, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS OSCURO, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS PERLA, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON OSCURO, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON COBRE, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON CLARO, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
ANILINA YACOLOR FRIO/CALOR x 30 grs BEIGE, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,92
ANILINA YACOLOR FRIO/CALOR x 30 grs VICUÑA, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,93
ANILINA YACOLOR FRIO/CALOR x 30 grs ORANGE, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,91
ANILINA YACOLOR FRIO/CALOR x 30 grs AMARILLO, ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA ,$228,217.0,90
REMERA DE ENTRENAMIENTO MUJER BLANCA FUREY TALLE SMALL, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,93
GUANTES FITNES GOMA TALLE LARGE, GUANTES FITNES GOMA TALLE LARGE ,$1.947,1854.57,100
GUANTES FITNES GOMA TALLE MEDIUM, GUANTES FITNES GOMA TALLE MEDIUM ,$1.947,1854.57,100
GUANTES FITNES GOMA TALLE SMALL, GUANTES FITNES GOMA TALLE SMALL ,$1.947,1854.57,100
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4 ,$2.927,2787.69,100
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 3, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4 ,$2.927,2787.69,98
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 1, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4 ,$2.927,2787.69,98
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 2, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4 ,$2.927,2787.69,98
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4 ,$1.194,1137.24,100
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 3, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4 ,$1.194,1137.24,98
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 2, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4 ,$1.194,1137.24,98
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 1, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4 ,$1.194,1137.24,98
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 4, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$3.245,4070.73,93
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 3, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$3.245,4070.73,93
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 2, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$3.245,4070.73,93
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 1, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$3.245,4070.73,93
RODILLERA NEOPRENE FUREY TUBO TALLE 5, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$1.776,4957.19,90
RODILLERA NEOPRENE FUREY TUBO TALLE 4, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$1.776,4957.19,93
RODILLERA NEOPRENE FUREY TUBO TALLE 3, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$1.776,4957.19,90
RODILLERA NEOPRENE FUREY TUBO TALLE 2, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$1.776,4957.19,90
RODILLERA NEOPRENE FUREY TUBO TALLE 1, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$1.776,4957.19,90
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 5, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$1.911,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 4, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$1.911,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 3, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$1.911,2274.47,100
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 2, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$1.911,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 1, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$1.911,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 5, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$2.388,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 4, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$2.388,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$2.388,2274.47,100
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 2, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$2.388,2274.47,98
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 1, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3 ,$2.388,2274.47,98
RODILLERA NEOPRENE FUREY BALLENADA TALLE 5, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$4.274,4070.73,100
RODILLERA NEOPRENE FUREY BALLENADA TALLE 4, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$4.274,4070.73,98
RODILLERA NEOPRENE FUREY BALLENADA TALLE 3, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$4.274,4070.73,98
RODILLERA NEOPRENE FUREY BALLENADA TALLE 2, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$4.274,4070.73,98
RODILLERA NEOPRENE FUREY BALLENADA TALLE 1, RODILLERA NEOPRENE FUREY BALLENADA TALLE 5 ,$4.274,4070.73,98
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 5, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$5.205,4957.19,98
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$5.205,4957.19,100
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 3, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$5.205,4957.19,98
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 2, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$5.205,4957.19,98
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 1, RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4 ,$5.205,4957.19,98
MUSLERA NEOPRENE FUREY TALLE 4, MUSLERA NEOPRENE FUREY TALLE 3 ,$1.690,1609.63,97
MUSLERA NEOPRENE FUREY TALLE 3, MUSLERA NEOPRENE FUREY TALLE 3 ,$1.690,1609.63,100
MUSLERA NEOPRENE FUREY TALLE 2, MUSLERA NEOPRENE FUREY TALLE 3 ,$1.690,1609.63,97
MUSLERA NEOPRENE FUREY TALLE 1, MUSLERA NEOPRENE FUREY TALLE 3 ,$1.690,1609.63,97
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4 ,$781,744.16,100
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 3, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4 ,$781,744.16,98
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 2, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4 ,$781,744.16,98
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 1, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4 ,$781,744.16,98
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 4, MUSLERA ELASTICA FUREY x 1 u. TALLE 2 ,$513,722.0,90
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 3, MUSLERA ELASTICA FUREY x 1 u. TALLE 3 ,$513,722.0,90
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 2, MUSLERA ELASTICA FUREY x 1 u. TALLE 2 ,$513,722.0,90
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 1, GEMELERA ELASTICA FUREY x 1 u. TALLE 2 ,$513,1177.0,92
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3, MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3 ,$981,934.28,100
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 2, MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3 ,$981,934.28,98
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 1, MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3 ,$981,934.28,98
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$1.472,1402.01,100
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 2, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$1.472,1402.01,98
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 1, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$1.472,1402.01,98
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 4, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$994,1402.01,98
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 3, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$994,1402.01,100
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 2, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$994,1402.01,98
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 1, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,$994,1402.01,98
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 3, HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 3 ,$6.378,6074.6,100
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 2, HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 3 ,$6.378,6074.6,98
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 1, HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 3 ,$6.378,6074.6,98
HOMBRERA NEOPRENE FUREY DERECHO TALLE 3, HOMBRERA NEOPRENE FUREY DERECHO TALLE 3 ,$6.378,6074.6,100
HOMBRERA NEOPRENE FUREY DERECHO TALLE 2, HOMBRERA NEOPRENE FUREY DERECHO TALLE 3 ,$6.378,6074.6,97
HOMBRERA NEOPRENE FUREY DERECHO TALLE 1, HOMBRERA NEOPRENE FUREY DERECHO TALLE 3 ,$6.378,6074.6,97
GEMELERA NEOPRENE FUREY TALLE 4, GEMELERA NEOPRENE FUREY TALLE 4 ,$1.580,1504.65,100
GEMELERA NEOPRENE FUREY TALLE 3, MUSLERA NEOPRENE FUREY TALLE 3 ,$1.580,1609.63,92
GEMELERA NEOPRENE FUREY TALLE 2, MUSLERA NEOPRENE FUREY TALLE 2 ,$1.580,1609.63,92
GEMELERA NEOPRENE FUREY TALLE 1, MUSLERA NEOPRENE FUREY TALLE 1 ,$1.580,1609.63,92
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 4, FAJA ABDOMINAL  FUREY SACRO LUMBAR BALLENADA  TALLE 2 ,$4.715,4819.55,92
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 3, FAJA ABDOMINAL  FUREY SACRO LUMBAR BALLENADA  TALLE 2 ,$4.715,4819.55,92
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 2, FAJA ABDOMINAL  FUREY SACRO LUMBAR BALLENADA  TALLE 2 ,$4.715,4819.55,95
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 1, FAJA ABDOMINAL  FUREY SACRO LUMBAR BALLENADA  TALLE 2 ,$4.715,4819.55,92
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON EXTRA GRANDE 43 AL 46 8243, LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON EXTRA GRANDE 43 AL 46   8303 ,$2.266,2410.31,90
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON GRANDE 40 AL 42 8242, LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON GRANDE 40 AL 42  8242 ,$2.266,2158.4,100
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON MEDIANO 37 AL 39 8241, LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON MEDIANO 37 AL 39  8241 ,$2.266,2158.4,100
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON CHICO 33 AL 36 8240, LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON MEDIANO 37 AL 39  8241 ,$2.266,2158.4,90
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON EXTRA GRANDE 43 AL 46 8303, LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON GRANDE 40 AL 42   8302 ,$2.531,2410.31,91
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON GRANDE 40 AL 42 8302, LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON GRANDE 40 AL 42   8302 ,$2.531,2410.31,100
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON MEDIANO 37 AL 39 8301, LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON MEDIANO 37 AL 39  8301 ,$2.531,2410.31,100
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON CHICO 33 AL 36 8300, LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON CHICO 33 AL 36  8300 ,$2.531,2410.31,100
LENOX TALONERA PARA DESCANSO EXTRA GRANDE 43 AL 46 8247, LENOX TALONERA PARA DESCANSO EXTRA GRANDE 43 AL 46  8247 ,$2.175,2071.3,100
LENOX TALONERA PARA DESCANSO GRANDE 40 AL 42 8246, LENOX TALONERA PARA DESCANSO GRANDE 40 AL 42  8246 ,$2.175,2071.3,100
LENOX TALONERA PARA DESCANSO MEDIANO 37 AL 39 8245, LENOX TALONERA PARA DESCANSO MEDIANO 37 AL 39  8245 ,$2.175,2071.3,100
LENOX TALONERA PARA DESCANSO CHICA 33 AL 36 8244, LENOX TALONERA PARA DESCANSO CHICA 33 AL 36  8244 ,$2.175,2071.3,100
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.0 8020, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,$1.225,1166.28,96
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.4 8024, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,$1.225,1166.28,96
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3 8023, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,$1.225,1166.28,100
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.2 8022, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,$1.225,1166.28,96
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.1 8021, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,$1.225,1166.28,96
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5, FAJA        NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5 ,$3.361,3200.59,100
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 4, FAJA        NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5 ,$3.361,3200.59,98
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 3, FAJA        NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5 ,$3.361,3200.59,98
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 2, FAJA        NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5 ,$3.361,3200.59,98
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 1, FAJA        NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5 ,$3.361,3200.59,98
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 4, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.047,1504.65,93
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 3, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.047,1504.65,91
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 2, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.047,1504.65,91
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 1, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.047,1504.65,91
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.580,1504.65,100
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 3, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.580,1504.65,98
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 2, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.580,1504.65,98
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 1, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,$1.580,1504.65,98
GUANTE DESCARTABLE POLIETILENO x 100 u, GUANTE DESCARTABLE POLIETILENO  x 100 u ,$93,89.0,100
ESPEJO DOBLE FAZ CON AUMENTO DE PIE (ARTICULO 0316), ESPEJO DOBLE FAZ CON AUMENTO DE CARTERA (ARTICULO 0314) ,$2.467,938.95,90
GEL EFECTO HUMEDO FUREY x 250 gr INCOLORO, GEL EFECTO HUMEDO FUREY x 250 gr AZUL ,$273,260.0,93
GEL EFECTO HUMEDO FUREY x 250 gr AZUL, GEL EFECTO HUMEDO FUREY x 250 gr AZUL ,$273,260.0,100
GEL EFECTO HUMEDO FUREY x 250 gr ROJO, GEL EFECTO HUMEDO FUREY x 250 gr AZUL ,$273,260.0,93
DEDOS DE GOMA N.6 x 12 UNIDADES, DEDOS DE GOMA  N.6 x 12 UNIDADES ,$630,600.35,100
DEDOS DE GOMA N.3 x 12 UNIDADES, DEDOS DE GOMA  N.6 x 12 UNIDADES ,$540,600.35,97
BOTA/FERULA WALKER CON FUNDA TIPO TABA GRANDE, BOTA/FERULA WALKER CON FUNDA TIPO TABA MEDIANO ,$6.052,6167.76,92
BOTA/FERULA WALKER CON FUNDA TIPO TABA MEDIANO, BOTA/FERULA WALKER CON FUNDA TIPO TABA MEDIANO ,$6.052,6167.76,100
BOTA/FERULA WALKER CON FUNDA TIPO TABA CHICO, BOTA/FERULA WALKER CON FUNDA TIPO TABA MEDIANO ,$6.052,6167.76,93
BAJALENGUA MADERA CLERICOT INFANTIL x 100 u, BAJALENGUA MADERA CLERICOT INFANTIL x 100 u ,$384,365.41,100
APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES), APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES) ,$929,897.0,100
APOSITO QUIRURGICO GASANA 10x20 (CAJA x 5 SOBRES), APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES) ,$929,897.0,96
APOSITO QUIRURGICO GASANA 7x20 (CAJA x 7 SOBRES), APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES) ,$929,897.0,92
PARCHE OCULAR HIPOALERGIC PEDIATRICO x 20 u, PARCHE OCULAR HIPOALERGIC ADULTO      x 20 u ,$880,865.93,90
BALANZA ELECTRONICA GRANDE (HASTA 150 KGS.) BE203, BALANZA ELECTRONICA GRANDE (HASTA 150 KGS.) BE203 ,$6.297,5997.05,100
GUANTE AFELPADO BREMEN LIVIANO GRANDE, GUANTE AFELPADO GRANDE ,$42,175.0,100
GUANTE AFELPADO BREMEN LIVIANO CHICO, GUANTE AFELPADO BREMEN LIVIANO CHICO ,$42,40.0,100
PERFUME GALAPAGOS MUJER 5 AVENIDA, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS MUJER ARMANI COBE, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS NENE CHAMPION, PERFUME GALAPAGOS NENE CHAMPION ,$888,845.24,100
PERFUME GALAPAGOS HOMBRE CAROLINE, PERFUME GALAPAGOS MUJER CAROLINE ,$888,845.24,90
PERFUME GALAPAGOS HOMBRE MONTE BLANCO, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS UNISEX K ONE, PERFUME GALAPAGOS UNISEX K ONE ,$888,845.24,100
PERFUME GALAPAGOS HOMBRE AQUA DI GIO, PERFUME GALAPAGOS MUJER AQUA DI GIO ,$888,845.24,91
PERFUME GALAPAGOS MUJER EDEN, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,90
PERFUME GALAPAGOS HOMBRE POLO BLUE, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS MUJER AQUA DI GIO, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS HOMBRE ANTONIO SECRETO, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS MUJER HALOWIN, PERFUME GALAPAGOS MUJER HALOWIN ,$888,845.24,100
PERFUME GALAPAGOS NENA PRINCESS, PERFUME GALAPAGOS NENA PRINCESS ,$888,845.24,100
PERFUME GALAPAGOS HOMBRE ONE MILLON, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,100
PERFUME GALAPAGOS MUJER CCHH, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,90
PERFUME GALAPAGOS MUJER ORGANZA, PERFUME GALAPAGOS MUJER ORGANZA ,$888,845.24,100
PERFUME GALAPAGOS MUJER 212, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,92
PERFUME GALAPAGOS MUJER AMOR, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,90
PERFUME GALAPAGOS MUJER CAROLINE, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS MUJER ANGEL DEMONIO, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS MUJER CH N.5, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS MUJER FLOR, PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,$888,845.24,90
PERFUME GALAPAGOS MUJER 212 SEXY, PERFUME GALAPAGOS MUJER FLOR ,$888,845.24,90
PERFUME GALAPAGOS HOMBRE POLO CLASICO, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS HOMBRE POLO, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS HOMBRE 212 SEXY, PERFUME GALAPAGOS MUJER 212 SEXY ,$888,845.24,90
PERFUME GALAPAGOS HOMBRE 212, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS HOMBRE FAHREN, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
PERFUME GALAPAGOS HOMBRE UGO, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,100
PASTILLERO SEMANAL 1 DOSIS DIARIA VERTICE x UNID, PASTILLERO SEMANAL 1 DOSIS DIARIA VERTICE x UNID ,$106,111.6,100
CEPILLO GINECOLOGICO ENDOCERVICAL GREYCELL x 10 u, CEPILLO GINECOLOGICO ENDOCERVICAL GREYCELL x 10 u ,$572,640.21,100
OTOWIL SOCORRO CAPILAR 2 CON ENJUAGUE x 250 grs, OTOWIL SOCORRO CAPILAR 2 CON ENJUAGUE x 250 grs ,$1.061,1111.42,100
ESPECULO VAGINAL GREYTON GRANDE, ESPECULO VAGINAL GREYTON GRANDE ,$100,95.34,100
PINZA DEPILAR XZN CODIGO 440 NEGRA x 12 u, PINZA DEPILAR XZN CODIGO 440 NEGRA x 12 u ,$4.223,4021.81,100
PINZA DEPILAR XZN CODIGO 410 HUECA NEGRA x 12 u, PINZA DEPILAR XZN CODIGO 440 NEGRA x 12 u ,$1.647,4021.81,95
PINZA DEPILAR XZN CODIGO 400 HUECA PLATEADA x 12 u, PINZA DEPILAR XZN CODIGO 400 HUECA PLATEADA x 12 u ,$1.423,1355.17,100
TERMOMETRO CHATO EXATHERM DE GALIO SIN MERCURIO, TERMOMETRO CHATO EXATHERM DE GALIO SIN MERCURIO ,$1.195,1183.53,100
REPUESTO BASINILLA PARA SILLA INODORO, REPUESTO BASINILLA PARA SILLA INODORO ,$1.196,1139.33,100
BAÑO DE KERATINA Y SILICONAS GALAPAGOS x 30g, BAÑO DE KERATINA Y SILICONAS GALAPAGOS x 30g ,$172,164.1,100
JESSAMY ESCOFINA DE METAL, JESSAMY ESCOFINA DE METAL ,$173,164.85,100
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts."," VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts. ",$553,526.94,100
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 7,5 cm x 4,5 mts."," VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts. ",$436,526.94,98
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 5 cm x 4,5 mts."," VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts. ",$330,526.94,100
